timestamp;heure_num;jour_semaine;est_weekend;est_vacances;est_heure_cours;saison;region;nb_lits;puissance_w;tension_v;courant_a;facteur_puissance;energie_jour_kwh;temperature_c;humidite_pct;vent_kmh;niveau_anomalie;type_anomalie
05/09/2024 05:30;5;Jeudi;0;0;0;Automne;Sud;4;172.3;226.6;0.76;0.9;0.405;23.0;56;6.2;Normal;normal
05/09/2024 07:45;7;Jeudi;0;0;0;Automne;Sud;4;211.5;230.9;0.916;0.98;0.931;29.3;46;1.2;Normal;normal
05/09/2024 10:00;10;Jeudi;0;0;1;Automne;Sud;2;420.1;232.3;1.808;0.86;2.553;28.0;51;7.6;Leger;surconsommation
05/09/2024 10:15;10;Jeudi;0;0;1;Automne;Centre;2;177.0;221.6;0.799;0.9;0.798;26.6;74;4.8;Normal;normal
05/09/2024 13:00;13;Jeudi;0;0;1;Automne;Centre;2;0.0;0.0;0.0;0.0;0.0;29.2;60;4.6;Modere;coupure
05/09/2024 14:30;14;Jeudi;0;0;1;Automne;Nord;3;649.5;236.8;2.743;0.85;5.224;33.1;68;4.9;Leger;surconsommation
05/09/2024 15:15;15;Jeudi;0;0;1;Automne;Sud;2;1502.4;232.7;6.456;0.86;9.838;36.1;86;0.4;Modere;surconsommation
05/09/2024 15:30;15;Jeudi;0;0;1;Automne;Centre;2;142.9;234.8;0.609;0.88;1.042;30.6;35;2.9;Normal;normal
05/09/2024 16:30;16;Jeudi;0;0;1;Automne;Centre;2;344.0;230.9;1.49;0.95;3.122;28.6;63;1.4;Normal;normal
05/09/2024 17:30;17;Jeudi;0;0;1;Automne;Centre;2;1302.3;234.4;5.556;0.93;9.3;28.2;45;4.8;Modere;surconsommation
05/09/2024 17:30;17;Jeudi;0;0;1;Automne;Sud;3;359.0;225.5;1.592;0.85;3.201;37.9;41;0.6;Normal;normal
05/09/2024 18:45;18;Jeudi;0;0;0;Automne;Nord;1;87.8;237.1;0.37;0.91;0.686;28.1;84;4.8;Normal;normal
05/09/2024 20:00;20;Jeudi;0;0;0;Automne;Nord;2;268.7;238.0;1.129;0.97;2.298;27.6;73;25.4;Normal;normal
05/09/2024 20:30;20;Jeudi;0;0;0;Automne;Sud;2;870.2;239.7;3.63;0.91;12.459;29.5;53;9.2;Leger;surconsommation
05/09/2024 22:15;22;Jeudi;0;0;0;Automne;Nord;2;419.3;232.5;1.803;0.92;4.842;24.9;47;2.7;Normal;normal
06/09/2024 00:00;0;Vendredi;1;0;0;Automne;Sud;1;65.0;239.7;0.271;0.98;0.0;24.5;20;0.6;Normal;normal
06/09/2024 00:15;0;Vendredi;1;0;0;Automne;Centre;2;154.1;219.9;0.701;0.96;0.025;21.9;47;1.2;Normal;normal
06/09/2024 00:45;0;Vendredi;1;0;0;Automne;Centre;2;230.6;228.3;1.01;0.88;0.092;18.7;60;3.9;Leger;surconsommation
06/09/2024 01:30;1;Vendredi;1;0;0;Automne;Sud;2;69.5;227.1;0.306;0.94;0.068;24.4;55;0.3;Normal;normal
06/09/2024 02:30;2;Vendredi;1;0;0;Automne;Nord;3;124.2;235.9;0.526;0.92;0.169;20.0;90;6.7;Normal;normal
06/09/2024 03:00;3;Vendredi;1;0;0;Automne;Nord;1;0.0;0.0;0.0;0.0;0.0;17.6;58;19.4;Leger;coupure
06/09/2024 03:30;3;Vendredi;1;0;0;Automne;Nord;2;70.4;226.3;0.311;0.97;0.144;19.6;23;4.5;Normal;normal
06/09/2024 05:00;5;Vendredi;1;0;0;Automne;Nord;3;156.6;230.0;0.681;0.86;0.539;18.7;45;17.6;Normal;normal
06/09/2024 05:00;5;Vendredi;1;0;0;Automne;Nord;4;2486.5;223.7;11.115;0.94;7.35;21.4;69;12.1;Critique;surconsommation
06/09/2024 06:00;6;Vendredi;1;0;0;Automne;Sud;1;24.3;231.2;0.105;0.9;0.083;28.8;90;0.3;Normal;normal
06/09/2024 07:45;7;Vendredi;1;0;0;Automne;Sud;3;1582.6;235.6;6.717;0.86;6.183;31.3;75;2.0;Modere;surconsommation
06/09/2024 08:15;8;Vendredi;1;0;0;Automne;Nord;3;330.4;237.2;1.393;0.87;1.332;21.6;58;0.4;Normal;normal
06/09/2024 09:15;9;Vendredi;1;0;0;Automne;Sud;2;2637.9;234.1;11.268;0.91;10.667;32.2;56;12.6;Eleve;surconsommation
06/09/2024 10:00;10;Vendredi;1;0;0;Automne;Centre;2;606.3;241.8;2.507;0.87;2.504;24.0;48;1.2;Leger;surconsommation
06/09/2024 13:45;13;Vendredi;1;0;0;Automne;Sud;3;387.7;231.9;1.672;0.87;3.422;38.2;35;3.8;Normal;normal
06/09/2024 14:30;14;Vendredi;1;0;0;Automne;Nord;1;151.0;224.4;0.673;0.94;0.952;26.6;49;29.0;Normal;normal
06/09/2024 14:45;14;Vendredi;1;0;0;Automne;Centre;3;1859.0;225.4;8.248;0.98;13.387;27.7;60;4.2;Modere;surconsommation
06/09/2024 15:15;15;Vendredi;1;0;0;Automne;Centre;4;433.4;231.3;1.874;0.97;2.758;27.7;61;4.6;Normal;normal
06/09/2024 18:30;18;Vendredi;1;0;0;Automne;Nord;3;1277.6;228.8;5.584;0.93;11.123;27.1;56;16.9;Modere;surconsommation
06/09/2024 18:45;18;Vendredi;1;0;0;Automne;Nord;4;0.0;0.0;0.0;0.0;0.0;26.3;60;2.5;Leger;coupure
06/09/2024 19:30;19;Vendredi;1;0;0;Automne;Sud;2;1498.4;237.6;6.306;0.87;14.486;30.3;55;4.6;Modere;surconsommation
06/09/2024 20:00;20;Vendredi;1;0;0;Automne;Sud;2;296.5;221.0;1.342;0.86;2.822;29.9;57;7.4;Normal;normal
07/09/2024 00:30;0;Samedi;1;0;0;Automne;Sud;4;165.9;229.1;0.724;0.94;0.045;26.5;62;10.4;Normal;normal
07/09/2024 01:15;1;Samedi;1;0;0;Automne;Nord;2;97.2;216.7;0.449;0.89;0.05;24.0;44;3.4;Normal;normal
07/09/2024 02:45;2;Samedi;1;0;0;Automne;Sud;1;13.2;227.6;0.058;0.92;0.023;25.8;50;8.7;Normal;normal
07/09/2024 03:45;3;Samedi;1;0;0;Automne;Sud;4;220.6;231.9;0.951;0.91;0.538;24.1;56;7.6;Normal;normal
07/09/2024 04:00;4;Samedi;1;0;0;Automne;Sud;2;155.7;223.4;0.697;0.96;0.323;26.4;50;4.0;Normal;normal
07/09/2024 06:30;6;Samedi;1;0;0;Automne;Centre;3;95.9;223.8;0.429;0.92;0.415;26.8;67;7.3;Normal;normal
07/09/2024 09:30;9;Samedi;1;0;0;Automne;Nord;2;307.6;224.7;1.369;0.86;1.862;25.9;48;7.1;Normal;normal
07/09/2024 11:30;11;Samedi;1;0;0;Automne;Nord;2;1033.2;229.9;4.494;0.88;5.602;25.9;68;5.0;Modere;surconsommation
07/09/2024 15:15;15;Samedi;1;0;0;Automne;Sud;2;1015.4;226.5;4.483;0.86;6.195;33.3;61;0.1;Modere;surconsommation
07/09/2024 16:30;16;Samedi;1;0;0;Automne;Centre;2;379.8;230.8;1.646;0.88;2.646;29.5;72;3.9;Normal;normal
07/09/2024 17:30;17;Samedi;1;0;0;Automne;Centre;2;77.4;234.9;0.33;0.97;0.654;30.3;46;31.8;Normal;normal
07/09/2024 21:15;21;Samedi;1;0;0;Automne;Centre;3;77.2;232.2;0.332;0.88;0.815;24.9;90;2.7;Normal;normal
07/09/2024 21:15;21;Samedi;1;0;0;Automne;Centre;3;929.2;235.2;3.951;0.93;9.128;22.6;41;10.0;Leger;surconsommation
07/09/2024 22:30;22;Samedi;1;0;0;Automne;Centre;4;212.8;227.8;0.934;0.87;2.142;24.2;62;8.1;Normal;normal
07/09/2024 23:15;23;Samedi;1;0;0;Automne;Sud;2;773.5;230.8;3.351;0.86;11.858;32.6;32;30.9;Leger;surconsommation
07/09/2024 23:30;23;Samedi;1;0;0;Automne;Sud;1;217.2;230.5;0.942;0.93;3.342;32.0;72;2.1;Normal;normal
08/09/2024 00:15;0;Dimanche;0;0;0;Automne;Centre;3;129.1;229.3;0.563;0.87;0.013;19.4;56;9.5;Normal;normal
08/09/2024 01:45;1;Dimanche;0;0;0;Automne;Nord;3;154.7;226.5;0.683;0.87;0.184;19.9;20;4.4;Normal;normal
08/09/2024 02:15;2;Dimanche;0;0;0;Automne;Nord;2;130.3;236.7;0.55;0.95;0.196;23.0;37;0.8;Normal;normal
08/09/2024 05:30;5;Dimanche;0;0;0;Automne;Sud;1;101.7;233.6;0.435;0.94;0.362;26.2;55;4.9;Leger;surconsommation
08/09/2024 06:15;6;Dimanche;0;0;0;Automne;Sud;1;890.7;220.1;4.047;0.94;2.628;32.8;55;2.0;Critique;surconsommation
08/09/2024 08:30;8;Dimanche;0;0;1;Automne;Nord;4;597.9;226.8;2.636;0.93;2.163;27.0;53;2.1;Leger;surconsommation
08/09/2024 10:15;10;Dimanche;0;0;1;Automne;Nord;1;187.6;230.7;0.813;0.85;0.896;20.6;50;20.1;Normal;normal
08/09/2024 11:30;11;Dimanche;0;0;1;Automne;Nord;2;55.6;231.8;0.24;0.88;0.382;25.1;64;3.2;Normal;normal
08/09/2024 12:30;12;Dimanche;0;0;1;Automne;Nord;2;345.9;237.1;1.459;0.95;1.901;30.0;80;2.8;Normal;normal
08/09/2024 15:15;15;Dimanche;0;0;1;Automne;Sud;3;580.6;231.5;2.508;0.86;5.265;38.5;74;20.1;Leger;surconsommation
08/09/2024 16:00;16;Dimanche;0;0;1;Automne;Centre;2;0.0;0.0;0.0;0.0;0.0;30.1;31;3.1;Modere;coupure
08/09/2024 16:15;16;Dimanche;0;0;1;Automne;Sud;2;173.4;232.1;0.747;0.93;1.36;37.1;57;28.2;Normal;normal
08/09/2024 18:30;18;Dimanche;0;0;0;Automne;Nord;2;420.2;226.9;1.852;0.89;4.778;25.4;38;0.9;Normal;normal
08/09/2024 19:00;19;Dimanche;0;0;0;Automne;Nord;2;436.2;229.1;1.904;0.91;5.543;27.3;43;2.1;Normal;normal
08/09/2024 23:30;23;Dimanche;0;0;0;Automne;Centre;3;1082.1;229.2;4.721;0.97;12.624;25.4;31;8.2;Leger;surconsommation
09/09/2024 00:30;0;Lundi;0;0;0;Automne;Nord;2;637.5;226.3;2.817;0.86;0.223;25.6;82;4.2;Modere;surconsommation
09/09/2024 02:30;2;Lundi;0;0;0;Automne;Nord;2;123.2;230.3;0.535;0.88;0.206;19.9;46;0.3;Normal;normal
09/09/2024 03:00;3;Lundi;0;0;0;Automne;Centre;3;87.5;234.1;0.374;0.94;0.116;18.4;68;9.6;Normal;normal
09/09/2024 03:30;3;Lundi;0;0;0;Automne;Centre;2;175.1;232.8;0.752;0.9;0.282;19.8;65;0.2;Leger;surconsommation
09/09/2024 06:30;6;Lundi;0;0;0;Automne;Sud;3;159.2;226.2;0.704;0.86;0.587;29.4;42;37.4;Normal;normal
09/09/2024 06:45;6;Lundi;0;0;0;Automne;Nord;3;123.3;225.8;0.546;0.86;0.447;28.8;69;2.2;Normal;normal
09/09/2024 07:15;7;Lundi;0;0;0;Automne;Nord;1;104.1;226.7;0.459;0.87;0.443;24.8;60;1.3;Normal;normal
09/09/2024 07:45;7;Lundi;0;0;0;Automne;Sud;2;1069.7;228.5;4.681;0.91;5.553;30.4;21;18.8;Modere;surconsommation
09/09/2024 10:30;10;Lundi;0;0;1;Automne;Centre;3;656.0;227.9;2.878;0.94;2.845;21.0;32;2.2;Leger;surconsommation
09/09/2024 11:30;11;Lundi;0;0;1;Automne;Sud;1;119.0;225.2;0.528;0.85;0.813;30.1;33;0.6;Normal;normal
09/09/2024 11:45;11;Lundi;0;0;1;Automne;Nord;4;345.2;229.0;1.507;0.86;1.82;23.6;48;12.6;Normal;normal
09/09/2024 13:15;13;Lundi;0;0;1;Automne;Sud;3;0.0;0.0;0.0;0.0;0.0;35.5;43;15.9;Eleve;coupure
09/09/2024 15:45;15;Lundi;0;0;1;Automne;Centre;3;534.9;231.9;2.307;0.88;5.311;30.0;65;0.0;Leger;surconsommation
09/09/2024 19:30;19;Lundi;0;0;0;Automne;Nord;2;1821.2;224.3;8.119;0.97;14.346;23.6;49;9.7;Modere;surconsommation
09/09/2024 19:45;19;Lundi;0;0;0;Automne;Nord;2;0.0;0.0;0.0;0.0;0.0;26.9;48;7.3;Leger;coupure
09/09/2024 21:30;21;Lundi;0;0;0;Automne;Sud;3;796.9;227.7;3.5;0.91;6.924;31.9;44;30.4;Leger;surconsommation
10/09/2024 01:15;1;Mardi;0;0;0;Automne;Nord;2;111.3;228.0;0.488;0.91;0.08;22.7;66;20.2;Normal;normal
10/09/2024 02:45;2;Mardi;0;0;0;Automne;Centre;3;31.4;220.2;0.143;0.92;0.038;17.5;68;0.8;Normal;normal
10/09/2024 03:30;3;Mardi;0;0;0;Automne;Nord;2;237.4;233.2;1.018;0.92;0.565;18.1;22;1.0;Leger;surconsommation
10/09/2024 03:30;3;Mardi;0;0;0;Automne;Centre;3;211.1;227.1;0.93;0.94;0.439;19.9;73;1.4;Leger;surconsommation
10/09/2024 06:30;6;Mardi;0;0;0;Automne;Sud;1;65.4;223.3;0.293;0.98;0.183;31.8;54;3.8;Normal;normal
10/09/2024 11:30;11;Mardi;0;0;1;Automne;Centre;3;42.7;220.4;0.194;0.86;0.296;21.1;70;10.4;Normal;normal
10/09/2024 11:30;11;Mardi;0;0;1;Automne;Nord;4;386.6;225.4;1.715;0.92;1.834;28.9;81;11.0;Normal;normal
10/09/2024 12:00;12;Mardi;0;0;1;Automne;Centre;2;222.7;233.7;0.953;0.85;1.525;24.8;85;23.2;Normal;normal
10/09/2024 12:45;12;Mardi;0;0;1;Automne;Centre;1;168.4;240.1;0.701;0.93;1.322;30.6;59;9.2;Normal;normal
10/09/2024 14:30;14;Mardi;0;0;1;Automne;Centre;2;0.0;0.0;0.0;0.0;0.0;28.2;66;2.3;Modere;coupure
10/09/2024 15:00;15;Mardi;0;0;1;Automne;Nord;3;319.6;231.4;1.381;0.9;2.241;30.7;29;3.7;Normal;normal
10/09/2024 15:45;15;Mardi;0;0;1;Automne;Nord;2;46.8;226.1;0.207;0.86;0.296;30.1;46;22.0;Normal;normal
10/09/2024 16:00;16;Mardi;0;0;1;Automne;Sud;3;614.2;240.6;2.553;0.86;4.815;33.5;53;3.5;Leger;surconsommation
10/09/2024 17:15;17;Mardi;0;0;1;Automne;Centre;3;473.9;228.2;2.077;0.96;5.464;27.5;47;8.2;Normal;normal
10/09/2024 18:00;18;Mardi;0;0;0;Automne;Nord;4;453.6;236.3;1.92;0.89;3.698;25.0;88;14.0;Normal;normal
10/09/2024 19:00;19;Mardi;0;0;0;Automne;Sud;2;120.4;227.8;0.529;0.89;1.374;31.4;50;14.3;Normal;normal
10/09/2024 19:00;19;Mardi;0;0;0;Automne;Nord;2;279.2;235.0;1.188;0.86;3.308;30.4;56;5.6;Normal;normal
10/09/2024 21:30;21;Mardi;0;0;0;Automne;Nord;1;85.7;227.1;0.377;0.93;0.949;24.8;52;0.9;Normal;normal
10/09/2024 21:30;21;Mardi;0;0;0;Automne;Nord;2;781.7;232.4;3.364;0.86;9.071;25.5;29;12.0;Leger;surconsommation
10/09/2024 23:00;23;Mardi;0;0;0;Automne;Nord;3;1673.1;231.2;7.237;0.86;15.563;27.3;45;5.3;Modere;surconsommation
11/09/2024 00:15;0;Mercredi;0;0;0;Automne;Nord;3;208.0;228.0;0.912;0.95;0.027;20.9;72;14.0;Leger;surconsommation
11/09/2024 01:00;1;Mercredi;0;0;0;Automne;Centre;2;97.4;225.9;0.431;0.88;0.054;17.6;28;8.3;Normal;normal
11/09/2024 04:15;4;Mercredi;0;0;0;Automne;Centre;2;299.1;229.1;1.306;0.93;0.637;18.8;53;1.1;Leger;surconsommation
11/09/2024 04:15;4;Mercredi;0;0;0;Automne;Sud;3;352.7;219.1;1.61;0.96;0.827;23.1;56;10.2;Leger;surconsommation
11/09/2024 04:45;4;Mercredi;0;0;0;Automne;Nord;3;92.2;232.0;0.397;0.98;0.252;22.1;84;0.0;Normal;normal
11/09/2024 09:15;9;Mercredi;0;0;1;Automne;Centre;2;1372.7;224.9;6.104;0.93;8.57;20.4;36;4.3;Modere;surconsommation
11/09/2024 10:15;10;Mercredi;0;0;1;Automne;Centre;4;199.0;226.2;0.88;0.86;1.341;22.0;45;5.8;Normal;normal
11/09/2024 10:30;10;Mercredi;0;0;1;Automne;Nord;1;175.6;231.5;0.759;0.94;1.261;24.2;44;8.7;Normal;normal
11/09/2024 10:30;10;Mercredi;0;0;1;Automne;Centre;2;240.2;229.0;1.049;0.89;1.117;25.6;51;7.2;Normal;normal
11/09/2024 12:00;12;Mercredi;0;0;1;Automne;Sud;2;148.0;228.3;0.648;0.92;0.941;37.7;62;2.8;Normal;normal
11/09/2024 12:45;12;Mercredi;0;0;1;Automne;Centre;2;455.8;232.2;1.963;0.94;3.06;30.2;68;8.0;Leger;surconsommation
11/09/2024 16:00;16;Mercredi;0;0;1;Automne;Sud;2;372.8;240.6;1.549;0.85;2.478;35.4;69;1.0;Normal;normal
11/09/2024 16:30;16;Mercredi;0;0;1;Automne;Sud;3;3354.8;225.2;14.897;0.96;22.526;35.4;40;21.5;Eleve;surconsommation
11/09/2024 21:15;21;Mercredi;0;0;0;Automne;Centre;3;1869.9;224.0;8.348;0.85;25.619;22.0;25;5.1;Modere;surconsommation
11/09/2024 23:15;23;Mercredi;0;0;0;Automne;Sud;1;162.5;232.8;0.698;0.95;2.072;31.4;39;5.4;Normal;normal
12/09/2024 01:15;1;Jeudi;0;0;0;Automne;Sud;2;96.0;229.1;0.419;0.95;0.073;24.4;23;4.6;Normal;normal
12/09/2024 04:00;4;Jeudi;0;0;0;Automne;Nord;1;21.6;225.6;0.096;0.96;0.055;17.6;63;2.2;Normal;normal
12/09/2024 05:15;5;Jeudi;0;0;0;Automne;Sud;3;78.3;225.2;0.348;0.88;0.176;24.6;50;1.7;Normal;normal
12/09/2024 05:30;5;Jeudi;0;0;0;Automne;Sud;3;739.5;231.7;3.192;0.92;2.489;27.2;40;2.5;Modere;surconsommation
12/09/2024 06:00;6;Jeudi;0;0;0;Automne;Sud;1;43.7;233.6;0.187;0.97;0.132;31.0;51;6.0;Normal;normal
12/09/2024 06:15;6;Jeudi;0;0;0;Automne;Nord;2;28.1;229.5;0.122;0.89;0.103;25.7;67;0.1;Normal;normal
12/09/2024 06:45;6;Jeudi;0;0;0;Automne;Sud;3;1148.9;230.1;4.993;0.9;4.737;32.7;75;18.0;Eleve;surconsommation
12/09/2024 10:15;10;Jeudi;0;0;1;Automne;Nord;3;154.3;235.8;0.654;0.97;0.729;25.1;86;5.9;Normal;normal
